subject;Age;Gender;training_condition;task_order;training_performance;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
143;31;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 3; 2; 2; 2; 1; 1; 2;-3;-3;-3;-3; 2; 2; 2; 2; 2,50;-3,00; 1,50; 2,00;  5,50; -0,50; -5,50;  0,50;I would try Brand 1;I would try Brands 2 and 4; 2; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;6; 0,089042759;Learning_Consistent_First; 0,089042759;-0,089042759
145;38;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 3; 3; 3; 3; 2; 2; 3; 2; 4; 0; 0; 3; 2,00; 2,25; 3,00; 1,75; -0,25;  1,25; -0,25;  1,25;I would try Brand 1;I would try Brand 4; 4; 3; 3; 4;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;8; 0,538318877;Learning_Consistent_First; 0,538318877; 0,538318877
147;33;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-5;-5;-5;-5; 5,00;-5,00; 5,00;-5,00; 10,00; 10,00; 10,00; 10,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,847276513;Learning_Consistent_First; 0,847276513; 0,847276513
149;23;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4;-3; 4;-3;-3; 4; 4; 4; 4; 5; 4; 4; 3;-4,00; 4,00;-1,25; 4,00; -8,00; -5,25;  8,00;  5,25;I would try Brand 3;I would try Brand 4;-5;-4; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,072726397;Learning_Consistent_First;-0,072726397; 0,072726397
155;33;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2,00; 0,00; 0,00; 0,00;  2,00;  0,00;  2,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0;-1; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3;-0,008312989;Learning_Consistent_First;-0,008312989;-0,008312989
164;19;M;Extinction;Implicits First;Fail;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00;  0,00;  0,00;I would try neither Brand;I would try Brands 2 and 4; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3; 0,141257443;Learning_Inconsistent_First;-0,141257443;-0,141257443
165;20;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-4; 2; 3; 3; 2; 2; 4; 4; 4; 2; 2; 2; 3;-3,25; 3,50; 2,50; 2,25; -6,75;  0,25;  6,75; -0,25;I would try Brand 3;I would try Brand 2; 4; 3; 4; 3;What I learned during the experiment;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt;-0,044491061;Learning_Consistent_First;-0,044491061; 0,044491061
169;37;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 3; 3; 4; 2; 0; 0; 0; 0; 0,00; 3,00; 0,00; 0,00; -3,00;  0,00; -3,00;  0,00;I would try Brand 1;I would try Brand 2; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,174080832;Learning_Consistent_First; 0,174080832; 0,174080832
171;37;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 3; 3; 3; 3;-3;-2;-3;-3;-3;-3;-3; 3; 3,00;-2,75; 3,00;-1,50;  5,75;  4,50;  5,75;  4,50;I would try Brand 1;I would try Brand 2; 2; 3; 2; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;4; 0,311018568;Learning_Consistent_First; 0,311018568; 0,311018568
172;28;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 3; 0; 1; 3; 2; 0; 2; 2; 2; 0; 2;-1; 0;-1; 1,75; 1,50; 1,50; 0,00;  0,25;  1,50;  0,25;  1,50;I would try Brand 1;I would try Brand 4; 2; 4; 3; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,161007635;Learning_Inconsistent_First; 0,161007635; 0,161007635
174;27;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-3;-3;-3;-3; 3; 3; 3; 3; 3; 3; 3; 3;-3,00; 3,00;-3,00; 3,00; -6,00; -6,00;  6,00;  6,00;I would try Brand 3;I would try Brand 4; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;4;-0,153451324;Learning_Inconsistent_First; 0,153451324;-0,153451324
178;35;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 5; 0; 5; 5; 0; 0; 0; 0; 5; 5; 0; 5; 0,00; 0,00; 3,75; 3,75;  0,00;  0,00;  0,00;  0,00;I would try neither Brand;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,541940723;Learning_Inconsistent_First; 0,541940723; 0,541940723
180;26;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 0; 0; 0; 0;-2;-2;-2;-2; 0; 0; 0; 0; 3,00;-2,00; 0,00; 0,00;  5,00;  0,00;  5,00;  0,00;I would try Brand 1;I would try Brands 2 and 4; 5; 5; 5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,053756169;Learning_Inconsistent_First; 0,053756169; 0,053756169
182;24;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4;-3;-3;-3;-3; 4; 4; 4; 4; 4; 3; 4; 4;-4,00; 4,00;-3,00; 3,75; -8,00; -6,75;  8,00;  6,75;I would try Brand 3;I would try Brand 4; 3; 4; 3; 4;What I learned during the experiment;Not Demand Compliant;yes;4; 0,219704388;Learning_Inconsistent_First;-0,219704388; 0,219704388
183;29;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0;-2;-2; 0;-2;-1;-1;-1;-1; 2; 2; 2; 2; 0,00;-1,00;-1,50; 2,00;  1,00; -3,50; -1,00;  3,50;I would try Brand 1;I would try Brand 4; 0; 2; 0; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3; 0,302633290;Learning_Consistent_First; 0,302633290;-0,302633290
185;29;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-3;-3;-2;-3; 2; 2; 2; 2;-1; 2;-1; 2; 3; 2; 2; 1;-2,75; 0,50; 2,00; 2,00; -3,25;  0,00; -3,25;  0,00;I would try Brand 3;I would try Brands 2 and 4; 2; 3; 2; 3;What I learned during the experiment;Not Demand Compliant;yes;3;-0,220460090;Learning_Consistent_First;-0,220460090;-0,220460090
186;32;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 4; 4; 5;-5;-5;-5;-5; 3;-1; 3;-1; 5,00;-5,00; 4,50; 1,00; 10,00;  3,50; 10,00;  3,50;I would try Brand 1;I would try Brand 2; 5; 5;-5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,272086170;Learning_Inconsistent_First; 0,272086170; 0,272086170
187;22;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 2; 2; 2; 4; 4; 4; 4;-3;-3;-5;-5; 0; 0; 0; 0; 1,50;-4,00; 4,00; 0,00;  5,50;  4,00;  5,50;  4,00;I would try Brand 1;I would try Brand 2; 4; 5; 5; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,207510322;Learning_Consistent_First;-0,207510322;-0,207510322
187;22;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 2; 2; 2; 4; 4; 4; 4;-3;-3;-5;-5; 0; 0; 0; 0; 1,50;-4,00; 4,00; 0,00;  5,50;  4,00;  5,50;  4,00;I would try Brand 1;I would try Brand 2; 4; 5; 5; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,207510322;Learning_Consistent_First;-0,207510322;-0,207510322
187;22;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 2; 2; 2; 4; 4; 4; 4;-3;-3;-5;-5; 0; 0; 0; 0; 1,50;-4,00; 4,00; 0,00;  5,50;  4,00;  5,50;  4,00;I would try Brand 1;I would try Brand 2; 4; 5; 5; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,207510322;Learning_Consistent_First;-0,207510322;-0,207510322
187;22;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 2; 2; 2; 4; 4; 4; 4;-3;-3;-5;-5; 0; 0; 0; 0; 1,50;-4,00; 4,00; 0,00;  5,50;  4,00;  5,50;  4,00;I would try Brand 1;I would try Brand 2; 4; 5; 5; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,207510322;Learning_Consistent_First;-0,207510322;-0,207510322
191;21;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-3;-5;-3; 3;-3; 1; 5; 5; 5; 5;-3;-3;-4;-3;-4,50; 5,00;-0,50;-3,25; -9,50;  2,75;  9,50; -2,75;I would try Brand 3;I would try Brand 2; 4; 4; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,466160136;Learning_Consistent_First; 0,466160136;-0,466160136
192;36;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-3;-3; 0;-3; 3; 3; 3; 3; 3; 3; 3; 3;-3,00; 3,00;-2,25; 3,00; -6,00; -5,25;  6,00;  5,25;I would try Brand 3;I would try Brand 4; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,468868693;Learning_Inconsistent_First;-0,468868693; 0,468868693
194;24;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1;-1; 1; 1; 2; 2; 2; 1;-2;-2;-2;-1; 0; 0; 0; 0; 0,00;-1,75; 1,75; 0,00;  1,75;  1,75;  1,75;  1,75;I would try neither Brand;I would try Brand 2; 1; 2; 2; 1;What I learned during the experiment;Not Demand Compliant;yes;4;-0,672856377;Learning_Inconsistent_First; 0,672856377; 0,672856377
197;25;M;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 2; 2; 2; 2; 0; 0; 0; 0; 2; 2; 2; 2; 0,00; 0,00; 2,00; 2,00;  0,00;  0,00;  0,00;  0,00;I would try Brands 1 and 3;I would try Brand 4; 0; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,142532912;Learning_Consistent_First;-0,142532912; 0,142532912
199;37;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 5; 5; 5; 5; 0; 0; 0; 0;-5,00; 5,00; 0,00; 0,00;-10,00;  0,00; 10,00;  0,00;I would try Brand 3;I would try Brands 2 and 4; 5; 3; 5; 2;What I learned during the experiment;Not Demand Compliant;yes;3; 0,362193141;Learning_Consistent_First; 0,362193141;-0,362193141
206;25;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 2; 2; 3; 0; 1; 3; 3; 3; 2; 2; 3; 3;-2,00; 2,50; 1,75; 2,50; -4,50; -0,75;  4,50;  0,75;I would try Brand 3;I would try Brand 2; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,535475917;Learning_Inconsistent_First; 0,535475917;-0,535475917
207;33;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3; 0; 0; 0; 0; 3; 3; 3; 3; 0; 0; 0; 0;-3,00; 3,00; 0,00; 0,00; -6,00;  0,00;  6,00;  0,00;I would try Brands 1 and 3;I would try neither Brand; 1;-4;-2;-4;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,140327186;Learning_Consistent_First;-0,140327186; 0,140327186
208;27;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00; 10,00; 10,00;I would try Brand 1;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt; 0,306402618;Learning_Inconsistent_First;-0,306402618; 0,306402618
213;33;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2; 2; 2; 2;-1;-1;-2;-2;-1;-1;-1;-2; 2; 2; 2; 2; 2,00;-1,25;-1,50; 2,00;  3,25; -3,50; -3,25;  3,50;I would try Brand 1;I would try Brand 4; 1;-1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,423440301;Learning_Consistent_First;-0,423440301; 0,423440301
215;36;F;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00; 10,00; 10,00;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;-0,456095219;Learning_Consistent_First;-0,456095219; 0,456095219
218;30;F;Extinction;Explicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 5; 4;-2; 0; 3; 0;-3;-3;-3;-2;-3;-3;-2;-3; 4,25;-2,75; 0,25;-2,75;  7,00;  3,00;  7,00;  3,00;I would try Brand 1;I would try Brand 2; 4;-1; 2;-2;What I learned during the experiment;Not Demand Compliant;yes;7;-0,016043805;Learning_Inconsistent_First; 0,016043805; 0,016043805
220;22;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-4;-5; 0;-4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;-3,25; 0,00; 0,00; 0,00; -3,25;  0,00; -3,25;  0,00;I would try neither Brand;I would try neither Brand; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all; 0,563313685;Learning_Inconsistent_First;-0,563313685;-0,563313685
223;23;M;Extinction;Implicits First;Pass;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-3;-3;-3;-3;-3;-3; 4; 3; 3; 3; 3; 2; 3; 2;-3,50; 3,25;-3,00; 2,50; -6,75; -5,50;  6,75;  5,50;I would try Brand 3;I would try Brand 4; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;-0,037329905;Learning_Consistent_First;-0,037329905; 0,037329905
